id,brand,name,alias,age,gender,abilities,weaknesses,team_affiliation
72,Dc,Ghost Rider,Johnny Blaze,Ageless,Male,"Flaming skull, superhuman strength, hellfire manipulation","Curse of the Ghost Rider, struggle with demonic side",Midnight Sons
73,Dc,Silver Surfer,Norrin Radd,Ageless,Male,"Cosmic power, superhuman strength, energy manipulation","Loss of humanity, servitude to Galactus",None
74,Dc,Hawkeye,Clint Barton,40,Male,"Master archer, expert marksman, combat skills","Normal human vulnerabilities, struggles with past",Avengers
75,Dc,Falcon,Sam Wilson,40,Male,"Flight, enhanced strength, expert hand-to-hand combatant","Struggles with past, responsibility to community",Avengers
76,Dc,Scarlet Witch,Wanda Maximoff,35,Female,"Reality manipulation, chaos magic, telekinesis","Struggles with control, guilt over past actions",Avengers
77,Dc,Quicksilver,Pietro Maximoff,35,Male,"Superhuman speed, agility, reflexes","Impulsiveness, rivalry with Magneto",Avengers
78,Dc,Ms. Marvel,Carol Danvers,35,Female,"Superhuman strength, flight, energy manipulation","Struggles with identity, past traumas",Avengers
79,Dc,She-Hulk,Jennifer Walters,35,Female,"Superhuman strength, durability, healing factor",Struggles with balancing life as lawyer and hero,Avengers
80,Dc,Black Bolt,Blackagar Boltagon,40,Male,"Voice manipulation, superhuman strength, energy blasts","Responsibility to Attilan, speech limitations",Inhumans
81,Dc,Medusa,Medusalith Amaquelin,35,Female,"Hair manipulation, superhuman strength, agility","Struggles with leadership, family dynamics",Inhumans
82,Dc,Crystal,Crystalia Amaquelin,30,Female,"Elemental manipulation, flight, skilled combatant","Struggles with family dynamics, responsibilities",Inhumans
83,Dc,Groot,Groot,Ageless,Male,"Regeneration, superhuman strength, language limitations","Limited communication, sacrifices for friends",Guardians of the Galaxy
84,Dc,Rocket Raccoon,Rocket Raccoon,8,Male,"Genius-level intellect, skilled marksman, cybernetic enhancements","Identity struggles, past trauma, size",Guardians of the Galaxy
85,Dc,Star-Lord,Peter Quill,35,Male,"Leadership skills, tactical expertise, advanced weaponry","Struggles with responsibility, relationships",Guardians of the Galaxy
86,Dc,Gamora,Gamora,35,Female,"Master assassin, expert combatant, enhanced strength and agility","Struggles with past as Thanos's adopted daughter, redemption",Guardians of the Galaxy
87,Dc,Drax the Destroyer,Drax,Ageless,Male,"Superhuman strength, durability, expert combatant","Obsession with vengeance, literal thinking",Guardians of the Galaxy
88,Dc,Mantis,Mantis,35,Female,"Empathy, skilled combatant, precognition","Struggles with social cues, past traumas",Guardians of the Galaxy
89,Dc,Adam Warlock,Adam Warlock,Ageless,Male,"Cosmic powers, energy manipulation, regeneration","Struggles with destiny, conflict with Magus",None
90,Dc,Nova,Richard Rider,25,Male,"Energy manipulation, flight, enhanced strength","Struggles with responsibility, balancing life as hero and student",None
91,Marvel,Spider-Man,Peter Parker,18,Male,"Wall-crawling, enhanced strength, spider-sense","Green Goblin, Venom, personal responsibility",Avengers
92,Marvel,Iron Man,Tony Stark,35,Male,"Genius-level intellect, powered armor suit","Alcoholism, arrogance, shrapnel near heart",Avengers
93,Marvel,Captain America,Steve Rogers,100,Male,"Peak human strength, master martial artist",Vulnerability to mental manipulation,Avengers
94,Marvel,Thor,Thor Odinson,Ageless,Male,"Superhuman strength, lightning manipulation, Mjolnir","Arrogance, dependency on Mjolnir",Avengers
95,Marvel,Black Widow,Natasha Romanoff,35,Female,"Expert spy, martial artist, various weapons","Past traumas, guilt",Avengers
96,Marvel,Hulk,Bruce Banner,40,Male,"Superhuman strength, durability, gamma radiation","Rage, control issues",Avengers
97,Marvel,Wolverine,Logan,Ageless,Male,"Regenerative healing factor, adamantium claws, enhanced senses","Memory loss, animalistic nature",X-Men
98,Marvel,Storm,Ororo Munroe,35,Female,"Weather manipulation, flight, leadership skills","Emotional instability, claustrophobia",X-Men
99,Marvel,Professor X,Charles Xavier,65,Male,"Telepathy, genius-level intellect, leadership skills","Paralysis, guilt over failures",X-Men
100,Marvel,Cyclops,Scott Summers,35,Male,"Optic blasts, tactical skills, leadership abilities","Struggles with leadership, emotional detachment",X-Men
101,Marvel,Jean Grey,Jean Grey,35,Female,"Telekinesis, telepathy, Phoenix Force","Struggles with dark side, loss of control",X-Men
102,Marvel,Beast,Hank McCoy,40,Male,"Superhuman strength, agility, genius intellect","Physical appearance, difficulty controlling transformations",X-Men
103,Marvel,Rogue,Anna Marie,30,Female,"Power absorption, flight, superhuman strength","Fear of hurting others, isolation",X-Men
104,Marvel,Gambit,Remy LeBeau,35,Male,"Kinetic energy manipulation, skilled thief, agility","Guilt over past actions, shady past",X-Men
105,Marvel,Nightcrawler,Kurt Wagner,30,Male,"Teleportation, agility, prehensile tail","Physical appearance, religious beliefs",X-Men
106,Marvel,Deadpool,Wade Wilson,Ageless,Male,"Regenerative healing factor, expert marksman, fourth wall awareness","Mental instability, mercenary lifestyle",X-Force
107,Marvel,Black Panther,T'Challa,35,Male,"Enhanced strength, agility, vibranium suit","Responsibility to Wakanda, struggles with tradition vs. progress",Avengers
108,Marvel,Doctor Strange,Stephen Strange,45,Male,"Mystic arts, time manipulation, astral projection","Arrogance, self-doubt, past mistakes",Avengers
109,Marvel,Ant-Man,Scott Lang,35,Male,"Size manipulation, genius-level intellect, insect communication","Struggles with family responsibilities, past as a criminal",Avengers
110,Marvel,Wasp,Hope van Dyne,30,Female,"Size manipulation, wings, energy blasts","Guilt over past mistakes, family dynamics",Avengers
111,Marvel,Vision,Vision,Ageless,Male,"Synthetic body, superhuman strength, density manipulation","Struggles with humanity, identity crisis",Avengers
112,Marvel,Daredevil,Matt Murdock,35,Male,"Enhanced senses, martial arts expertise, radar sense","Guilt over past failures, identity crisis",Defenders
113,Marvel,Luke Cage,Carl Lucas,40,Male,"Superhuman strength, invulnerability, unbreakable skin","Struggles with past, responsibility to community",Defenders
114,Marvel,Jessica Jones,Jessica Jones,35,Female,"Superhuman strength, flight, investigative skills","PTSD, struggles with past trauma",Defenders
115,Marvel,Iron Fist,Danny Rand,35,Male,"Martial arts mastery, chi manipulation, Iron Fist","Struggles with identity, duty as the Immortal Iron Fist",Defenders
116,Marvel,Punisher,Frank Castle,40,Male,"Expert marksman, hand-to-hand combatant, military training","Guilt over familys death, pursuit of justice through extreme methods",None
117,Marvel,Ghost Rider,Johnny Blaze,Ageless,Male,"Flaming skull, superhuman strength, hellfire manipulation","Curse of the Ghost Rider, struggle with demonic side",Midnight Sons
118,Marvel,Silver Surfer,Norrin Radd,Ageless,Male,"Cosmic power, superhuman strength, energy manipulation","Loss of humanity, servitude to Galactus",None
119,Marvel,Hawkeye,Clint Barton,40,Male,"Master archer, expert marksman, combat skills","Normal human vulnerabilities, struggles with past",Avengers
120,Marvel,Falcon,Sam Wilson,40,Male,"Flight, enhanced strength, expert hand-to-hand combatant","Struggles with past, responsibility to community",Avengers
121,Marvel,Scarlet Witch,Wanda Maximoff,35,Female,"Reality manipulation, chaos magic, telekinesis","Struggles with control, guilt over past actions",Avengers
122,Marvel,Quicksilver,Pietro Maximoff,35,Male,"Superhuman speed, agility, reflexes","Impulsiveness, rivalry with Magneto",Avengers
123,Marvel,Ms. Marvel,Carol Danvers,35,Female,"Superhuman strength, flight, energy manipulation","Struggles with identity, past traumas",Avengers
124,Marvel,She-Hulk,Jennifer Walters,35,Female,"Superhuman strength, durability, healing factor",Struggles with balancing life as lawyer and hero,Avengers
125,Marvel,Black Bolt,Blackagar Boltagon,40,Male,"Voice manipulation, superhuman strength, energy blasts","Responsibility to Attilan, speech limitations",Inhumans
126,Marvel,Medusa,Medusalith Amaquelin,35,Female,"Hair manipulation, superhuman strength, agility","Struggles with leadership, family dynamics",Inhumans
127,Marvel,Crystal,Crystalia Amaquelin,30,Female,"Elemental manipulation, flight, skilled combatant","Struggles with family dynamics, responsibilities",Inhumans
128,Marvel,Groot,Groot,Ageless,Male,"Regeneration, superhuman strength, language limitations","Limited communication, sacrifices for friends",Guardians of the Galaxy
129,Marvel,Rocket Raccoon,Rocket Raccoon,8,Male,"Genius-level intellect, skilled marksman, cybernetic enhancements","Identity struggles, past trauma, size",Guardians of the Galaxy
130,Marvel,Star-Lord,Peter Quill,35,Male,"Leadership skills, tactical expertise, advanced weaponry","Struggles with responsibility, relationships",Guardians of the Galaxy
131,Marvel,Gamora,Gamora,35,Female,"Master assassin, expert combatant, enhanced strength and agility","Struggles with past as Thanos's adopted daughter, redemption",Guardians of the Galaxy
132,Marvel,Drax the Destroyer,Drax,Ageless,Male,"Superhuman strength, durability, expert combatant","Obsession with vengeance, literal thinking",Guardians of the Galaxy
133,Marvel,Mantis,Mantis,35,Female,"Empathy, skilled combatant, precognition","Struggles with social cues, past traumas",Guardians of the Galaxy
134,Marvel,Adam Warlock,Adam Warlock,Ageless,Male,"Cosmic powers, energy manipulation, regeneration","Struggles with destiny, conflict with Magus",None
135,Marvel,Nova,Richard Rider,25,Male,"Energy manipulation, flight, enhanced strength","Struggles with responsibility, balancing life as hero and student",None
136,Dc,Superman,Clark Kent,35,Male,"Superhuman strength, speed, flight, heat vision","Kryptonite, magic",Justice League
137,Dc,Batman,Bruce Wayne,40,Male,"Genius-level intellect, martial arts mastery, detective skills","No superpowers, trauma",Justice League
138,Dc,Wonder Woman,Diana Prince,5000,Female,"Superhuman strength, speed, agility, flight, Lasso of Truth","Vulnerability to piercing weapons, magic",Justice League
139,Dc,The Flash,Barry Allen,30,Male,"Superhuman speed, time manipulation","Time paradoxes, Speed Force instability",Justice League
140,Dc,Green Lantern,Hal Jordan,35,Male,"Power ring constructs, flight, energy manipulation","Vulnerability to fear, ring's charge limitations",Justice League
141,Dc,Aquaman,Arthur Curry,35,Male,"Superhuman strength, speed, underwater adaptation, telepathic control over marine life","Vulnerability to dehydration, magic",Justice League
142,Dc,Cyborg,Victor Stone,25,Male,"Cybernetic enhancements, superhuman strength, technopathy","Struggles with humanity, cybernetic vulnerabilities",Justice League
143,Dc,Shazam,Billy Batson,15,Male,Transformation into superhuman adult with various abilities,"Limited control over powers, vulnerability to magic",Justice League
144,Dc,Green Arrow,Oliver Queen,35,Male,"Master archer, skilled martial artist, trick arrows","No superpowers, mortality",Justice League
145,Dc,Martian Manhunter,J'onn J'onzz,3000,Male,"Superhuman strength, shapeshifting, telepathy, intangibility, flight","Vulnerability to fire, mental instability",Justice League
146,Dc,Black Canary,Dinah Lance,30,Female,"Expert martial artist, supersonic Canary Cry","No superpowers, mortality",Justice League
147,Dc,Hawkman,Carter Hall,4000,Male,"Reincarnated warrior, flight, enhanced strength, weapons mastery","Reincarnation cycle, vulnerability to Nth metal",Justice League
148,Dc,Hawkgirl,Shiera Hall,4000,Female,"Reincarnated warrior, flight, enhanced strength, weapons mastery","Reincarnation cycle, vulnerability to Nth metal",Justice League
149,Dc,Zatanna,Zatanna Zatara,30,Female,"Magic spells, incantations, skilled magician","Dependency on spoken magic, vulnerability to certain spells",Justice League
150,Dc,Doctor Fate,Kent Nelson,50,Male,"Magic spells, flight, precognition","Dependency on Helmet of Fate, vulnerability to chaos magic",Justice League
151,Dc,Batgirl,Barbara Gordon,25,Female,"Skilled martial artist, detective skills, technology expertise","No superpowers, mortality",Bat Family
152,Dc,Nightwing,Dick Grayson,30,Male,"Acrobatics, martial arts mastery, detective skills","No superpowers, mortality",Bat Family
153,Dc,Robin,Damian Wayne,15,Male,"Acrobatics, martial arts mastery, detective skills","No superpowers, mortality",Bat Family
154,Dc,Supergirl,Kara Zor-El,25,Female,"Superhuman strength, speed, flight, heat vision","Vulnerability to kryptonite, magic",Justice League
155,Dc,Red Hood,Jason Todd,25,Male,"Skilled marksman, hand-to-hand combatant, technology expertise","No superpowers, mortality, trauma",Bat Family
156,Dc,Green Lantern (John Stewart),John Stewart,35,Male,"Power ring constructs, flight, energy manipulation","Vulnerability to fear, ring's charge limitations",Justice League
157,Dc,Green Lantern (Kyle Rayner),Kyle Rayner,30,Male,"Power ring constructs, flight, energy manipulation","Vulnerability to fear, ring's charge limitations",Justice League
158,Dc,Green Lantern (Jessica Cruz),Jessica Cruz,25,Female,"Power ring constructs, flight, energy manipulation","Vulnerability to fear, ring's charge limitations",Justice League
159,Dc,Booster Gold,Michael Jon Carter,35,Male,"Flight, energy blasts, force field projection","Narcissism, irresponsibility",Justice League
160,Dc,Blue Beetle,Jaime Reyes,20,Male,"Scarab-derived armor, flight, energy blasts","Struggles with controlling the scarab, vulnerability to mental influence",Justice League
161,Dc,Huntress,Helena Bertinelli,30,Female,"Expert markswoman, martial artist, crossbow proficiency","No superpowers, mortality, vigilante ethics",Bat Family
162,Dc,Swamp Thing,Alec Holland,Ageless,Male,"Plant manipulation, elemental control, superhuman strength","Vulnerability to fire, limited mobility outside of plant life",Justice League Dark
163,Dc,Constantine,John Constantine,45,Male,"Expert sorcerer, occult knowledge, manipulation","Cynicism, moral ambiguity, demonic debts",Justice League Dark
164,Dc,Zatara,Giovanni Zatara,60,Male,"Magic spells, incantations, skilled magician","Dependency on spoken magic, vulnerability to certain spells",Justice League Dark
165,Dc,Deadman,Boston Brand,Ageless,Male,"Invisibility, possession, acrobatics","Guilt over past, inability to interact with physical world",Justice League Dark
166,Dc,Cyborg Superman,Hank Henshaw,Ageless,Male,"Cybernetic enhancements, superhuman strength, technopathy","Struggles with humanity, cybernetic vulnerabilities",None
167,Dc,Firestorm,Ronnie Raymond/Martin Stein,25,Male,"Transmutation, energy manipulation, flight","Dependency on fusion, mental conflicts",Justice League
168,Dc,Black Lightning,Jefferson Pierce,40,Male,"Electrokinesis, flight, expert martial artist","Responsibility to community, family dynamics",Justice League
169,Dc,Atom,Ray Palmer,40,Male,"Size manipulation, genius-level intellect, hand-to-hand combat","Struggles with personal relationships, size limitations",Justice League
170,Dc,Plastic Man,"Patrick ""Eel"" O'Brian",40,Male,"Elasticity, shapeshifting, durability","Lack of seriousness, goofy personality",Justice League
171,Dc,Vixen,Mari Jiwe McCabe,30,Female,"Animal mimicry, enhanced strength, speed, agility",Struggles with balancing her personal life and hero duties,Justice League
172,Dc,The Atom (Ryan Choi),Ryan Choi,30,Male,"Size manipulation, genius-level intellect, hand-to-hand combat","Struggles with personal relationships, size limitations",Justice League
173,Dc,Metamorpho,Rex Mason,30,Male,"Elemental transmutation, shapeshifting, superhuman strength","Physical appearance, emotional instability",Justice League
174,Dc,Hawk,Hank Hall,35,Male,"Enhanced strength, combat skills","Struggles with aggression, violent tendencies",Justice League
175,Dc,Dove,Don Hall,Ageless,Male,"Flight, energy blasts","Struggles with confidence, violent tendencies",Justice League
176,Dc,Hawk and Dove,Holly Granger,25,Female,"Enhanced strength, combat skills","Struggles with aggression, violent tendencies",Justice League
177,Dc,John Constantine,John Constantine,45,Male,"Expert sorcerer, occult knowledge, manipulation","Cynicism, moral ambiguity, demonic debts",Justice League Dark
178,Dc,Swamp Thing,Alec Holland,Ageless,Male,"Plant manipulation, elemental control, superhuman strength","Vulnerability to fire, limited mobility outside of plant life",Justice League Dark
179,Dc,Raven,Raven Roth,Ageless,Female,"Empathy, telekinesis, dark magic","Struggles with inner darkness, father's influence",Teen Titans
180,Dc,Beast Boy,Garfield Logan,20,Male,"Shapeshifting into animals, enhanced agility","Struggles with identity, past traumas",Teen Titans
181,Dc,Starfire,Koriand'r,Ageless,Female,"Flight, energy projection, superhuman strength","Struggles with cultural assimilation, past traumas",Teen Titans
182,Dc,Cyborg,Victor Stone,25,Male,"Cybernetic enhancements, superhuman strength, technopathy","Struggles with humanity, cybernetic vulnerabilities",Teen Titans
183,Dc,Nightwing,Dick Grayson,30,Male,"Acrobatics, martial arts mastery, detective skills","No superpowers, mortality",Teen Titans
184,Dc,Red Hood,Jason Todd,25,Male,"Skilled marksman, hand-to-hand combatant, technology expertise","No superpowers, mortality, trauma",None
185,Dc,Donna Troy,Donna Troy,Ageless,Female,"Superhuman strength, flight, combat skills","Struggles with identity, past traumas",Teen Titans
186,Dc,Aqualad,Kaldur'ahm,20,Male,"Underwater adaptation, hydrokinetic powers","Struggles with loyalty, betrayal",Young Justice
187,Dc,Artemis,Artemis Crock,20,Female,"Expert archer, combat skills","Struggles with trust, redemption",Young Justice
188,Dc,Kid Flash,Wally West,20,Male,"Superhuman speed, agility","Impulsiveness, struggles with legacy",Young Justice
189,Dc,Miss Martian,M'gann M'orzz,20,Female,"Telepathy, shape-shifting, flight","Struggles with identity, past traumas",Young Justice
190,Dc,Superboy,Conner Kent,20,Male,"Superhuman strength, speed, durability","Struggles with identity, past traumas",Young Justice
191,Dc,Blue Beetle,Jaime Reyes,20,Male,"Scarab-derived armor, flight, energy blasts","Struggles with controlling the scarab, vulnerability to mental influence",Young Justice
192,Dc,Static,Virgil Hawkins,18,Male,"Electrokinesis, flight, electromagnetic manipulation","Struggles with responsibility, adolescence",Young Justice
193,Dc,Robin,Tim Drake,20,Male,"Acrobatics, martial arts mastery, detective skills","No superpowers, mortality",Young Justice
